Customer_ID,Full_Name,Age,Gender,Marital_Status,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Monthly_Expenses,Existing_EMI,Credit_Card_Bills,Savings_Balance,LoanAmount,Loan_Amount_Term,CIBIL_Score,Credit_History,Property_Area,Years_of_Experience,Company_Name,Vehicle_Owner,House_Owner,Mobile_Number,Email_ID,PAN_Number,Account_Type,Average_Bank_Balance,Previous_Loan_Default,Internet_Banking,Nationality,Favourite_Color,Hobby,Loan_Status
NW8VIE1O,Zaina Kaur,29,Female,Married,1,Graduate,No,93636,31710,15946,660,8972,280791,187029,300,755,1,Urban,13,Small Business,Yes,No,3286989801,kalanirvi@hotmail.com,MLPLB2646I,Current,83004,No,No,Indian,White,Gym,Y
USA32BAQ,Shanaya Varty,53,Female,Single,4,Post Graduate,Yes,46661,18403,35881,19913,14324,13455,323436,360,411,0,Rural,10,Tea Shop,Yes,Yes,9712440578,nayantara33@hotmail.com,QNIPD2658V,Savings,273087,Yes,No,Indian,Purple,Reading,N
42579KKT,Saanvi Salvi,50,Female,Married,2,Graduate,No,76430,29078,36501,8053,2659,281636,178328,180,750,1,Urban,3,Amazon,No,Yes,5735683739,mishti06@hotmail.com,EBPGO1041J,Current,18382,No,No,Indian,Black,Travel,Y
2EYYXMIR,Jiya Keer,52,Male,Married,4,Post Graduate,Yes,24263,3192,13219,1542,3516,23538,563616,360,516,0,Urban,6,Tea Shop,Yes,Yes,5695267262,cbala@madan-kara.info,MMBDP8254B,Current,359475,Yes,No,Indian,Red,Chess,N
LMP6AG26,Gatik Sura,48,Female,Single,1,Post Graduate,No,17580,35337,35569,15756,14855,37002,361030,300,363,0,Semiurban,1,Accenture,Yes,No,8857620600,rdhar@yahoo.com,NFBLH5167J,Current,60126,Yes,Yes,Indian,Orange,Travel,N
ZO66CVA5,Advika Sathe,29,Female,Married,3,Post Graduate,Yes,29626,20824,12110,17758,11821,24694,318124,240,431,0,Urban,2,Cognizant,No,No,8890129671,devanshvala@yahoo.com,ZJYDH8666S,Current,337733,Yes,Yes,Indian,Blue,Chess,N
JFRL582N,Tarini Bora,38,Female,Single,0,Graduate,Yes,49997,10769,38777,9763,12732,20745,409758,180,441,0,Semiurban,4,HCL,No,Yes,4624902988,pbansal@hotmail.com,LREBM9266J,Savings,184827,Yes,No,Indian,Green,Movies,N
3GMOL8CY,Taimur Upadhyay,37,Male,Single,2,Graduate,No,115393,3969,20405,8140,2207,324954,213669,360,860,1,Semiurban,8,Tech Mahindra,Yes,Yes,3644981505,ritviksahota@deep.com,MADCJ0650F,Current,87464,No,Yes,Indian,Blue,Gym,Y
8B5L8LE9,Kaira Bath,36,Female,Married,0,Graduate,Yes,15056,11229,18772,17193,10812,15526,697719,180,496,0,Semiurban,9,Tea Shop,No,No,2172340293,upadhyayhimmat@som.com,UGCUC9717M,Current,22983,Yes,No,Indian,Purple,Chess,N
D9TFYKL3,Ivan Sengupta,51,Male,Married,3,Post Graduate,Yes,33039,39719,30473,13667,4494,8763,569892,300,386,0,Semiurban,12,TCS,No,No,4987226331,samihabarad@bera.info,UYTZD7030Q,Savings,208812,Yes,Yes,Indian,Yellow,Chess,N
RBAB79KT,Miraan Golla,39,Female,Married,0,Post Graduate,Yes,29454,28255,30482,12324,13617,22503,337250,300,575,0,Semiurban,2,IBM,No,No,0316686375,aravi@yahoo.com,PGPGP5733P,Savings,37537,Yes,Yes,Indian,White,Chess,N
1C8VYPBR,Tara Zacharia,51,Male,Single,1,Post Graduate,Yes,85777,12301,29834,1532,10511,394513,128595,240,799,1,Rural,3,Retail Shop,Yes,No,3004031503,samarjaggi@bawa-mani.biz,MSKXL5250H,Savings,267332,No,No,Indian,Purple,Travel,Y
42U5546F,Nayantara Balay,49,Female,Single,4,Post Graduate,Yes,16339,32136,37251,4401,8624,37018,314914,180,627,0,Rural,10,Amazon,Yes,Yes,8475422835,piya55@yahoo.com,EDGRX7398S,Savings,89820,Yes,Yes,Indian,Black,Cricket,N
QLEV2HTC,Ishita Raval,33,Male,Single,4,Graduate,No,21613,32200,11239,18767,13733,15419,409853,240,356,0,Urban,8,IBM,No,Yes,7027451511,tsodhi@gmail.com,KLODL7614S,Savings,97882,Yes,Yes,Indian,Black,Music,N
RD49N7XR,Zaina Lall,53,Female,Married,3,Graduate,Yes,33256,18177,34221,12414,6765,31174,416459,360,481,0,Semiurban,5,Tech Mahindra,No,No,9884368453,blala@garde.com,XMQFN5594I,Current,270663,Yes,Yes,Indian,White,Gaming,N
6Y6JH9H9,Prerak Master,35,Male,Single,4,Graduate,No,44858,7548,24440,12914,9348,43523,662260,300,464,0,Rural,6,Cognizant,No,No,8317784365,ydoshi@gmail.com,NGYPH4557B,Current,176227,Yes,Yes,Indian,Orange,Gym,N
G7F9C0GX,Saksham Bakshi,26,Female,Single,3,Post Graduate,Yes,25254,113,39298,3324,2406,41411,528296,180,572,0,Semiurban,14,Tech Mahindra,Yes,Yes,9455995667,dhanushshetty@rau-ratta.biz,ONLPY6479C,Current,372953,Yes,No,Indian,Red,Travel,N
6GLOZT3H,Shayak Singhal,46,Female,Married,4,Post Graduate,Yes,21654,16901,22375,18891,10712,38940,517943,300,516,0,Semiurban,6,Transport Business,Yes,Yes,8832045060,obhargava@hotmail.com,TJIDZ4978V,Savings,188541,Yes,Yes,Indian,Black,Music,N
LXBTI3S7,Shray Shenoy,36,Female,Married,0,Post Graduate,Yes,24159,4403,36644,7508,10390,46969,668425,360,578,0,Rural,14,Google,No,Yes,2791299211,samarthdube@rattan.com,UYVYS6234M,Current,35080,Yes,No,Indian,Blue,Chess,N
Y30HY806,Tejas Sunder,48,Female,Married,2,Post Graduate,Yes,40134,24398,36908,6833,13818,45857,373149,240,365,0,Semiurban,14,Small Business,No,No,0651901604,dvala@gmail.com,NZFUZ9712W,Savings,285870,Yes,Yes,Indian,Orange,Reading,N
